,Issue Date,Location,Violation Code
,8/27/15,Lot Specific 5072,Parking Permit Vio
,8/28/15,Lot Specific 5072,Meter Violation
,8/28/15,Lot Specific 5072,Meter Violation
,8/28/15,Lot Specific 5072,Meter Violation
,8/28/15,Lot Specific 5072,Meter Violation
,8/28/15,Lot Specific 5072,Meter Violation
,8/28/15,Lot Specific 5072,Meter Violation
,8/28/15,Lot Specific 5072,Overtime
,8/28/15,Lot Specific 5072,Park/Improper Area
,8/28/15,Lot Specific 5072,Parking Permit Vio
,8/28/15,Lot Specific 5072,Parking Permit Vio
,8/28/15,Lot Specific 5072,Parking Permit Vio
,8/28/15,Lot Specific 5072,Parking Permit Vio
,8/28/15,Lot Specific 5072,Parking Permit Vio
,8/31/15,Lot Specific 5072,Park/Improper Area
,8/31/15,Lot Specific 5072,Parking Permit Vio
,8/31/15,Lot Specific 5072,Parking Permit Vio
,9/1/15,Lot Specific 5072,Meter Violation
,9/1/15,Lot Specific 5072,Meter Violation
,9/1/15,Lot Specific 5072,Parking Permit Vio
,9/1/15,Lot Specific 5072,Parking Permit Vio
,9/1/15,Lot Specific 5072,Parking Permit Vio
,9/2/15,Lot Specific 5072,Meter Violation
,9/2/15,Lot Specific 5072,Park/Improper Area
,9/2/15,Lot Specific 5072,Park/Improper Area
,9/2/15,Lot Specific 5072,Parking Permit Vio
,9/2/15,Lot Specific 5072,Parking Permit Vio
,9/2/15,Lot Specific 5072,Parking Permit Vio
,9/2/15,Lot Specific 5072,Parking Permit Vio
,9/2/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Park/Improper Area
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/4/15,Lot Specific 5072,Parking Permit Vio
,9/8/15,Lot Specific 5072,Meter Violation
,9/8/15,Lot Specific 5072,Meter Violation
,9/8/15,Lot Specific 5072,Meter Violation
,9/8/15,Lot Specific 5072,Parking Permit Vio
,9/8/15,Lot Specific 5072,Parking Permit Vio
,9/8/15,Lot Specific 5072,Parking Permit Vio
,9/8/15,Lot Specific 5072,Parking Permit Vio
,9/8/15,Lot Specific 5072,Parking Permit Vio
,9/8/15,Lot Specific 5072,Parking Permit Vio
,9/9/15,Lot Specific 5072,Meter Violation
,9/9/15,Lot Specific 5072,Park/Improper Area
,9/9/15,Lot Specific 5072,Parking Permit Vio
,9/9/15,Lot Specific 5072,Parking Permit Vio
,9/9/15,Lot Specific 5072,Parking Permit Vio
,9/9/15,Lot Specific 5072,Parking Permit Vio
,9/10/15,Lot Specific 5072,Park/Improper Area
,9/10/15,Lot Specific 5072,Parking Permit Vio
,9/10/15,Lot Specific 5072,Parking Permit Vio
,9/10/15,Lot Specific 5072,Parking Permit Vio
,9/10/15,Lot Specific 5072,Parking Permit Vio
,9/10/15,Lot Specific 5072,Parking Permit Vio
,9/11/15,Lot Specific 5072,Meter Violation
,9/11/15,Lot Specific 5072,Meter Violation
,9/11/15,Lot Specific 5072,Meter Violation
,9/11/15,Lot Specific 5072,Parking Permit Vio
,9/11/15,Lot Specific 5072,Parking Permit Vio
,9/11/15,Lot Specific 5072,Parking Permit Vio
,9/11/15,Lot Specific 5072,Parking Permit Vio
,9/14/15,Lot Specific 5072,Meter Violation
,9/14/15,Lot Specific 5072,Park/Improper Area
,9/14/15,Lot Specific 5072,Park/Improper Area
,9/14/15,Lot Specific 5072,Parking Over Line
,9/14/15,Lot Specific 5072,Parking Permit Vio
,9/14/15,Lot Specific 5072,Parking Permit Vio
,9/14/15,Lot Specific 5072,Parking Permit Vio
,9/14/15,Lot Specific 5072,Parking Permit Vio
,9/15/15,Lot Specific 5072,Parking Permit Vio
,9/15/15,Lot Specific 5072,Parking Permit Vio
,9/15/15,Lot Specific 5072,Parking Permit Vio
,9/15/15,Lot Specific 5072,Parking Permit Vio
,9/15/15,Lot Specific 5072,Parking Permit Vio
,9/15/15,Lot Specific 5072,Parking Permit Vio
,9/16/15,Lot Specific 5072,Parking Over Line
,9/16/15,Lot Specific 5072,Parking Permit Vio
,9/16/15,Lot Specific 5072,Parking Permit Vio
,9/16/15,Lot Specific 5072,Parking Permit Vio
,9/16/15,Lot Specific 5072,Parking Permit Vio
,9/16/15,Lot Specific 5072,Parking Permit Vio
,9/16/15,Lot Specific 5072,Parking Permit Vio
,9/16/15,Lot Specific 5072,Parking Permit Vio
,9/17/15,Lot Specific 5072,Meter Violation
,9/17/15,Lot Specific 5072,Parking Permit Vio
,9/17/15,Lot Specific 5072,Parking Permit Vio
,9/18/15,Lot Specific 5072,Meter Violation
,9/18/15,Lot Specific 5072,Parking Permit Vio
,9/18/15,Lot Specific 5072,Parking Permit Vio
,9/18/15,Lot Specific 5072,Parking Permit Vio
,9/18/15,Lot Specific 5072,Parking Permit Vio
,9/18/15,Lot Specific 5072,Parking Permit Vio
,9/18/15,Lot Specific 5072,Parking Permit Vio
,9/18/15,Lot Specific 5072,Parking Permit Vio
,9/18/15,Lot Specific 5072,Parking Permit Vio
,9/21/15,Lot Specific 5072,Park/Improper Area
,9/21/15,Lot Specific 5072,Parking Permit Vio
,9/21/15,Lot Specific 5072,Parking Permit Vio
,9/21/15,Lot Specific 5072,Parking Permit Vio
,9/21/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Meter Violation
,9/22/15,Lot Specific 5072,Park/Improper Area
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/22/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Meter Violation
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/23/15,Lot Specific 5072,Parking Permit Vio
,9/24/15,Lot Specific 5072,Meter Violation
,9/24/15,Lot Specific 5072,Meter Violation
,9/24/15,Lot Specific 5072,Parking Permit Vio
,9/24/15,Lot Specific 5072,Parking Permit Vio
,9/24/15,Lot Specific 5072,Parking Permit Vio
,9/25/15,Lot Specific 5072,Meter Violation
,9/25/15,Lot Specific 5072,Meter Violation
,9/25/15,Lot Specific 5072,Meter Violation
,9/25/15,Lot Specific 5072,Parking Permit Vio
,9/25/15,Lot Specific 5072,Parking Permit Vio
,9/25/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/28/15,Lot Specific 5072,Parking Permit Vio
,9/29/15,Lot Specific 5072,Parking Permit Vio
,9/29/15,Lot Specific 5072,Parking Permit Vio
,9/29/15,Lot Specific 5072,Parking Permit Vio
,9/29/15,Lot Specific 5072,Parking Permit Vio
,9/29/15,Lot Specific 5072,Parking Permit Vio
,9/29/15,Lot Specific 5072,Parking Permit Vio
,9/30/15,Lot Specific 5072,Meter Violation
,9/30/15,Lot Specific 5072,Meter Violation
,9/30/15,Lot Specific 5072,Meter Violation
,9/30/15,Lot Specific 5072,Meter Violation
,9/30/15,Lot Specific 5072,Parking Permit Vio
,9/30/15,Lot Specific 5072,Parking Permit Vio
,9/30/15,Lot Specific 5072,Parking Permit Vio
,10/1/15,Lot Specific 5072,Park/Improper Area
,10/1/15,Lot Specific 5072,Parking Permit Vio
,10/1/15,Lot Specific 5072,Parking Permit Vio
,10/1/15,Lot Specific 5072,Parking Permit Vio
,10/1/15,Lot Specific 5072,Parking Permit Vio
,10/1/15,Lot Specific 5072,Parking Permit Vio
,10/1/15,Lot Specific 5072,Parking Permit Vio
,10/1/15,Lot Specific 5072,Parking Permit Vio
,10/2/15,Lot Specific 5072,Meter Violation
,10/2/15,Lot Specific 5072,Meter Violation
,10/2/15,Lot Specific 5072,Park/Improper Area
,10/2/15,Lot Specific 5072,Park/Improper Area
,10/2/15,Lot Specific 5072,Park/Improper Area
,10/2/15,Lot Specific 5072,Parking Permit Vio
,10/2/15,Lot Specific 5072,Parking Permit Vio
,10/2/15,Lot Specific 5072,Parking Permit Vio
,10/2/15,Lot Specific 5072,Parking Permit Vio
,10/2/15,Lot Specific 5072,Parking Permit Vio
,10/5/15,Lot Specific 5072,Meter Violation
,10/5/15,Lot Specific 5072,Parking Permit Vio
,10/5/15,Lot Specific 5072,Parking Permit Vio
,10/5/15,Lot Specific 5072,Parking Permit Vio
,10/5/15,Lot Specific 5072,Parking Permit Vio
,10/5/15,Lot Specific 5072,Parking Permit Vio
,10/5/15,Lot Specific 5072,Parking Permit Vio
,10/5/15,Lot Specific 5072,Parking Permit Vio
,10/6/15,Lot Specific 5072,Meter Violation
,10/6/15,Lot Specific 5072,Meter Violation
,10/6/15,Lot Specific 5072,Parking Permit Vio
,10/6/15,Lot Specific 5072,Parking Permit Vio
,10/6/15,Lot Specific 5072,Parking Permit Vio
,10/6/15,Lot Specific 5072,Parking Permit Vio
,10/6/15,Lot Specific 5072,Parking Permit Vio
,10/7/15,Lot Specific 5072,Park/Improper Area
,10/7/15,Lot Specific 5072,Park/Improper Area
,10/7/15,Lot Specific 5072,Parking Permit Vio
,10/7/15,Lot Specific 5072,Parking Permit Vio
,10/7/15,Lot Specific 5072,Parking Permit Vio
,10/7/15,Lot Specific 5072,Parking Permit Vio
,10/7/15,Lot Specific 5072,Parking Permit Vio
,10/7/15,Lot Specific 5072,Parking Permit Vio
,10/7/15,Lot Specific 5072,Parking Permit Vio
,10/8/15,Lot Specific 5072,Parking Permit Vio
,10/9/15,Lot Specific 5072,Meter Violation
,10/9/15,Lot Specific 5072,Park/Improper Area
,10/9/15,Lot Specific 5072,Parking Over Line
,10/9/15,Lot Specific 5072,Parking Permit Vio
,10/9/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Meter Violation
,10/12/15,Lot Specific 5072,Meter Violation
,10/12/15,Lot Specific 5072,Park/Improper Area
,10/12/15,Lot Specific 5072,Park/Improper Area
,10/12/15,Lot Specific 5072,Park/Improper Area
,10/12/15,Lot Specific 5072,Park/Improper Area
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/12/15,Lot Specific 5072,Parking Permit Vio
,10/13/15,Lot Specific 5072,Park/Improper Area
,10/13/15,Lot Specific 5072,Parking Permit Vio
,10/13/15,Lot Specific 5072,Parking Permit Vio
,10/13/15,Lot Specific 5072,Parking Permit Vio
,10/13/15,Lot Specific 5072,Parking Permit Vio
,10/13/15,Lot Specific 5072,Parking Permit Vio
,10/13/15,Lot Specific 5072,Parking Permit Vio
,10/13/15,Lot Specific 5072,Parking Permit Vio
,10/14/15,Lot Specific 5072,Parking Permit Vio
,10/14/15,Lot Specific 5072,Parking Permit Vio
,10/14/15,Lot Specific 5072,Parking Permit Vio
,10/14/15,Lot Specific 5072,Parking Permit Vio
,10/14/15,Lot Specific 5072,Parking Permit Vio
,10/14/15,Lot Specific 5072,Parking Permit Vio
,10/15/15,Lot Specific 5072,Meter Violation
,10/15/15,Lot Specific 5072,Park/Improper Area
,10/15/15,Lot Specific 5072,Parking Over Line
,10/15/15,Lot Specific 5072,Parking Permit Vio
,10/15/15,Lot Specific 5072,Parking Permit Vio
,10/15/15,Lot Specific 5072,Parking Permit Vio
,10/15/15,Lot Specific 5072,Parking Permit Vio
,10/15/15,Lot Specific 5072,Parking Permit Vio
,10/16/15,Lot Specific 5072,Meter Violation
,10/16/15,Lot Specific 5072,Meter Violation
,10/16/15,Lot Specific 5072,Park/Improper Area
,10/16/15,Lot Specific 5072,Parking Permit Vio
,10/16/15,Lot Specific 5072,Parking Permit Vio
,10/16/15,Lot Specific 5072,Parking Permit Vio
,10/16/15,Lot Specific 5072,Parking Permit Vio
,10/19/15,Lot Specific 5072,Park/Improper Area
,10/19/15,Lot Specific 5072,Park/Improper Area
,10/19/15,Lot Specific 5072,Parking Permit Vio
,10/19/15,Lot Specific 5072,Parking Permit Vio
,10/19/15,Lot Specific 5072,Parking Permit Vio
,10/19/15,Lot Specific 5072,Parking Permit Vio
,10/19/15,Lot Specific 5072,Parking Permit Vio
,10/19/15,Lot Specific 5072,Parking Permit Vio
,10/19/15,Lot Specific 5072,Parking Permit Vio
,10/19/15,Lot Specific 5072,Parking Permit Vio
,10/21/15,Lot Specific 5072,Meter Violation
,10/21/15,Lot Specific 5072,Meter Violation
,10/21/15,Lot Specific 5072,Parking Permit Vio
,10/21/15,Lot Specific 5072,Parking Permit Vio
,10/21/15,Lot Specific 5072,Parking Permit Vio
,10/21/15,Lot Specific 5072,Parking Permit Vio
,10/21/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Park/Improper Area
,10/22/15,Lot Specific 5072,Park/Improper Area
,10/22/15,Lot Specific 5072,Park/Improper Area
,10/22/15,Lot Specific 5072,Park/Improper Area
,10/22/15,Lot Specific 5072,Park/Improper Area
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/22/15,Lot Specific 5072,Parking Permit Vio
,10/23/15,Lot Specific 5072,Meter Violation
,10/23/15,Lot Specific 5072,Parking Permit Vio
,10/23/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Meter Violation
,10/26/15,Lot Specific 5072,Park/Improper Area
,10/26/15,Lot Specific 5072,Park/Improper Area
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/26/15,Lot Specific 5072,Parking Permit Vio
,10/27/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Meter Violation
,10/28/15,Lot Specific 5072,Park/Improper Area
,10/28/15,Lot Specific 5072,Park/Improper Area
,10/28/15,Lot Specific 5072,Park/Improper Area
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/28/15,Lot Specific 5072,Parking Permit Vio
,10/29/15,Lot Specific 5072,Meter Violation
,10/29/15,Lot Specific 5072,Park/Improper Area
,10/29/15,Lot Specific 5072,Park/Improper Area
,10/29/15,Lot Specific 5072,Park/Improper Area
,10/29/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Meter Violation
,10/30/15,Lot Specific 5072,Park/Improper Area
,10/30/15,Lot Specific 5072,Park/Improper Area
,10/30/15,Lot Specific 5072,Park/Improper Area
,10/30/15,Lot Specific 5072,Park/Improper Area
,10/30/15,Lot Specific 5072,Park/Improper Area
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,10/30/15,Lot Specific 5072,Parking Permit Vio
,11/2/15,Lot Specific 5072,Park/Improper Area
,11/2/15,Lot Specific 5072,Park/Improper Area
,11/2/15,Lot Specific 5072,Park/Improper Area
,11/2/15,Lot Specific 5072,Parking Permit Vio
,11/2/15,Lot Specific 5072,Parking Permit Vio
,11/2/15,Lot Specific 5072,Parking Permit Vio
,11/3/15,Lot Specific 5072,Meter Violation
,11/3/15,Lot Specific 5072,Park/Improper Area
,11/3/15,Lot Specific 5072,Parking Permit Vio
,11/3/15,Lot Specific 5072,Parking Permit Vio
,11/3/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Boot Fee - 1QA
,11/4/15,Lot Specific 5072,Park/Improper Area
,11/4/15,Lot Specific 5072,Park/Improper Area
,11/4/15,Lot Specific 5072,Park/Improper Area
,11/4/15,Lot Specific 5072,Park/Improper Area
,11/4/15,Lot Specific 5072,Park/Improper Area
,11/4/15,Lot Specific 5072,Park/Improper Area
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,Parking Permit Vio
,11/4/15,Lot Specific 5072,W/C Space/Access - 1DA
,11/5/15,Lot Specific 5072,Parking Permit Vio
,11/5/15,Lot Specific 5072,Parking Permit Vio
,11/5/15,Lot Specific 5072,Parking Permit Vio
,11/5/15,Lot Specific 5072,Parking Permit Vio
,11/6/15,Lot Specific 5072,Meter Violation
,11/6/15,Lot Specific 5072,Meter Violation
,11/6/15,Lot Specific 5072,Meter Violation
,11/6/15,Lot Specific 5072,Park/Improper Area
,11/6/15,Lot Specific 5072,Parking Permit Vio
,11/6/15,Lot Specific 5072,Parking Permit Vio
,11/6/15,Lot Specific 5072,Parking Permit Vio
,11/9/15,Lot Specific 5072,Meter Violation
,11/9/15,Lot Specific 5072,Meter Violation
,11/9/15,Lot Specific 5072,Park/Improper Area
,11/9/15,Lot Specific 5072,Parking Permit Vio
,11/9/15,Lot Specific 5072,Parking Permit Vio
,11/9/15,Lot Specific 5072,Parking Permit Vio
,11/9/15,Lot Specific 5072,Parking Permit Vio
,11/9/15,Lot Specific 5072,Parking Permit Vio
,11/9/15,Lot Specific 5072,Parking Permit Vio
,11/10/15,Lot Specific 5072,Parking Permit Vio
,11/10/15,Lot Specific 5072,Parking Permit Vio
,11/10/15,Lot Specific 5072,Parking Permit Vio
,11/10/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Meter Violation
,11/12/15,Lot Specific 5072,Meter Violation
,11/12/15,Lot Specific 5072,Meter Violation
,11/12/15,Lot Specific 5072,Meter Violation
,11/12/15,Lot Specific 5072,Park/Improper Area
,11/12/15,Lot Specific 5072,Park/Improper Area
,11/12/15,Lot Specific 5072,Park/Improper Area
,11/12/15,Lot Specific 5072,Park/Improper Area
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/12/15,Lot Specific 5072,Parking Permit Vio
,11/13/15,Lot Specific 5072,Meter Violation
,11/13/15,Lot Specific 5072,Meter Violation
,11/13/15,Lot Specific 5072,Park/Improper Area
,11/13/15,Lot Specific 5072,Park/Improper Area
,11/13/15,Lot Specific 5072,Park/Improper Area
,11/13/15,Lot Specific 5072,Parking Permit Vio
,11/13/15,Lot Specific 5072,Parking Permit Vio
,11/13/15,Lot Specific 5072,Parking Permit Vio
,11/16/15,Lot Specific 5072,Meter Violation
,11/16/15,Lot Specific 5072,Meter Violation
,11/16/15,Lot Specific 5072,Park/Improper Area
,11/16/15,Lot Specific 5072,Parking Permit Vio
,11/16/15,Lot Specific 5072,Parking Permit Vio
,11/16/15,Lot Specific 5072,Parking Permit Vio
,11/16/15,Lot Specific 5072,Parking Permit Vio
,11/16/15,Lot Specific 5072,Parking Permit Vio
,11/16/15,Lot Specific 5072,Parking Permit Vio
,11/16/15,Lot Specific 5072,Parking Permit Vio
,11/17/15,Lot Specific 5072,Meter Violation
