,Issue Date,Location,Violation Code
,1/20/16,Lot Specific 5067,Parking Permit Vio
,1/21/16,Lot Specific 5067,Parking Permit Vio
,1/22/16,Lot Specific 5067,Parking Permit Vio
,1/22/16,Lot Specific 5067,Parking Permit Vio
,1/26/16,Lot Specific 5067,Parking Permit Vio
,1/26/16,Lot Specific 5067,Parking Permit Vio
,1/26/16,Lot Specific 5067,Parking Permit Vio
,1/26/16,Lot Specific 5067,Parking Permit Vio
,1/27/16,Lot Specific 5067,Parking Permit Vio
,1/27/16,Lot Specific 5067,Parking Permit Vio
,1/27/16,Lot Specific 5067,Parking Permit Vio
,1/27/16,Lot Specific 5067,Parking Permit Vio
,1/27/16,Lot Specific 5067,Parking Permit Vio
,1/27/16,Lot Specific 5067,Parking Permit Vio
,1/27/16,Lot Specific 5067,Parking Permit Vio
,1/27/16,Lot Specific 5067,Prohibited Parking
,1/29/16,Lot Specific 5067,Park/Improper Area
,1/29/16,Lot Specific 5067,Park/Improper Area
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,Parking Permit Vio
,1/29/16,Lot Specific 5067,W/C Space/Access - 1DA
,2/1/16,Lot Specific 5067,Park/Improper Area
,2/2/16,Lot Specific 5067,Overtime
,2/2/16,Lot Specific 5067,Overtime
,2/2/16,Lot Specific 5067,Parking Permit Vio
,2/3/16,Lot Specific 5067,Park/Improper Area
,2/3/16,Lot Specific 5067,Parking Permit Vio
,2/3/16,Lot Specific 5067,Parking Permit Vio
,2/3/16,Lot Specific 5067,Parking Permit Vio
,2/4/16,Lot Specific 5067,Parking Permit Vio
,2/4/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Park/Improper Area
,2/5/16,Lot Specific 5067,Park/Improper Area
,2/5/16,Lot Specific 5067,Park/Improper Area
,2/5/16,Lot Specific 5067,Park/Improper Area
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/5/16,Lot Specific 5067,Parking Permit Vio
,2/8/16,Lot Specific 5067,Park/Improper Area
,2/8/16,Lot Specific 5067,Parking Permit Vio
,2/8/16,Lot Specific 5067,Parking Permit Vio
,2/8/16,Lot Specific 5067,Parking Permit Vio
,2/8/16,Lot Specific 5067,Parking Permit Vio
,2/8/16,Lot Specific 5067,Parking Permit Vio
,2/8/16,Lot Specific 5067,Parking Permit Vio
,2/8/16,Lot Specific 5067,Parking Permit Vio
,2/9/16,Lot Specific 5067,Park/Improper Area
,2/9/16,Lot Specific 5067,Parking Permit Vio
,2/9/16,Lot Specific 5067,Parking Permit Vio
,2/9/16,Lot Specific 5067,Parking Permit Vio
,2/9/16,Lot Specific 5067,Parking Permit Vio
,2/9/16,Lot Specific 5067,Parking Permit Vio
,2/9/16,Lot Specific 5067,Parking Permit Vio
,2/9/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Park/Improper Area
,2/10/16,Lot Specific 5067,Park/Improper Area
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/10/16,Lot Specific 5067,Parking Permit Vio
,2/11/16,Lot Specific 5067,Parking Permit Vio
,2/11/16,Lot Specific 5067,Parking Permit Vio
,2/11/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Overtime
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/12/16,Lot Specific 5067,Parking Permit Vio
,2/13/16,Lot Specific 5067,Overtime
,2/15/16,Lot Specific 5067,Overtime
,2/15/16,Lot Specific 5067,Park/Improper Area
,2/15/16,Lot Specific 5067,Parking Permit Vio
,2/15/16,Lot Specific 5067,Parking Permit Vio
,2/15/16,Lot Specific 5067,Parking Permit Vio
,2/15/16,Lot Specific 5067,Parking Permit Vio
,2/16/16,Lot Specific 5067,Overtime
,2/16/16,Lot Specific 5067,Park/Improper Area
,2/16/16,Lot Specific 5067,Park/Improper Area
,2/16/16,Lot Specific 5067,Parking Permit Vio
,2/16/16,Lot Specific 5067,Parking Permit Vio
,2/16/16,Lot Specific 5067,Parking Permit Vio
,2/16/16,Lot Specific 5067,Parking Permit Vio
,2/16/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Park/Improper Area
,2/17/16,Lot Specific 5067,Park/Improper Area
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/17/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Boot Fee - 1QA
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/18/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Park/Improper Area
,2/19/16,Lot Specific 5067,Park/Improper Area
,2/19/16,Lot Specific 5067,Park/Improper Area
,2/19/16,Lot Specific 5067,Park/Improper Area
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/19/16,Lot Specific 5067,Parking Permit Vio
,2/20/16,Lot Specific 5067,Overtime
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/22/16,Lot Specific 5067,Parking Permit Vio
,2/23/16,Lot Specific 5067,Overtime
,2/23/16,Lot Specific 5067,Parking Permit Vio
,2/23/16,Lot Specific 5067,Parking Permit Vio
,2/23/16,Lot Specific 5067,Parking Permit Vio
,2/23/16,Lot Specific 5067,Parking Permit Vio
,2/24/16,Lot Specific 5067,Boot Fee - 1QA
,2/24/16,Lot Specific 5067,Boot Tampering
,2/24/16,Lot Specific 5067,Parking Permit Vio
,2/24/16,Lot Specific 5067,Parking Permit Vio
,2/24/16,Lot Specific 5067,Parking Permit Vio
,2/24/16,Lot Specific 5067,Parking Permit Vio
,2/25/16,Lot Specific 5067,Park/Improper Area
,2/25/16,Lot Specific 5067,Parking Permit Vio
,2/25/16,Lot Specific 5067,Parking Permit Vio
,2/25/16,Lot Specific 5067,Parking Permit Vio
,2/25/16,Lot Specific 5067,Parking Permit Vio
,2/25/16,Lot Specific 5067,Parking Permit Vio
,2/25/16,Lot Specific 5067,Parking Permit Vio
,2/25/16,Lot Specific 5067,Parking Permit Vio
,2/26/16,Lot Specific 5067,Park/Improper Area
,2/26/16,Lot Specific 5067,Parking Permit Vio
,2/26/16,Lot Specific 5067,Parking Permit Vio
,2/26/16,Lot Specific 5067,Parking Permit Vio
,2/26/16,Lot Specific 5067,Parking Permit Vio
,2/26/16,Lot Specific 5067,Parking Permit Vio
,2/26/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Boot Fee - 1QA
,2/29/16,Lot Specific 5067,Park/Improper Area
,2/29/16,Lot Specific 5067,Park/Improper Area
,2/29/16,Lot Specific 5067,Park/Improper Area
,2/29/16,Lot Specific 5067,Park/Improper Area
,2/29/16,Lot Specific 5067,Park/Improper Area
,2/29/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Parking Permit Vio
,2/29/16,Lot Specific 5067,Parking Permit Vio
,3/1/16,Lot Specific 5067,Park/Improper Area
,3/1/16,Lot Specific 5067,Park/Improper Area
,3/1/16,Lot Specific 5067,Parking Permit Vio
,3/2/16,Lot Specific 5067,Parking Permit Vio
,3/2/16,Lot Specific 5067,Parking Permit Vio
,3/3/16,Lot Specific 5067,Parking Permit Vio
,3/3/16,Lot Specific 5067,Parking Permit Vio
,3/3/16,Lot Specific 5067,Parking Permit Vio
,3/3/16,Lot Specific 5067,Parking Permit Vio
,3/3/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Park/Improper Area
,3/4/16,Lot Specific 5067,Park/Improper Area
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/4/16,Lot Specific 5067,Parking Permit Vio
,3/5/16,Lot Specific 5067,Overtime
,3/7/16,Lot Specific 5067,Park/Improper Area
,3/7/16,Lot Specific 5067,Park/Improper Area
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/7/16,Lot Specific 5067,Parking Permit Vio
,3/8/16,Lot Specific 5067,Park/Improper Area
,3/8/16,Lot Specific 5067,Parking Permit Vio
,3/8/16,Lot Specific 5067,Parking Permit Vio
,3/9/16,Lot Specific 5067,Parking Permit Vio
,3/9/16,Lot Specific 5067,Parking Permit Vio
,3/9/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Park/Improper Area
,3/10/16,Lot Specific 5067,Park/Improper Area
,3/10/16,Lot Specific 5067,Park/Improper Area
,3/10/16,Lot Specific 5067,Park/Improper Area
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/10/16,Lot Specific 5067,Parking Permit Vio
,3/11/16,Lot Specific 5067,Parking Permit Vio
,3/14/16,Lot Specific 5067,Park/Improper Area
,3/14/16,Lot Specific 5067,Park/Improper Area
,3/14/16,Lot Specific 5067,Parking Permit Vio
,3/14/16,Lot Specific 5067,Parking Permit Vio
,3/15/16,Lot Specific 5067,Parking Permit Vio
,3/16/16,Lot Specific 5067,Parking Permit Vio
,3/16/16,Lot Specific 5067,Parking Permit Vio
,3/21/16,Lot Specific 5067,Park/Improper Area
,3/21/16,Lot Specific 5067,Parking Permit Vio
,3/21/16,Lot Specific 5067,Parking Permit Vio
,3/21/16,Lot Specific 5067,Parking Permit Vio
,3/21/16,Lot Specific 5067,Parking Permit Vio
,3/21/16,Lot Specific 5067,Parking Permit Vio
,3/22/16,Lot Specific 5067,Park/Improper Area
,3/22/16,Lot Specific 5067,Park/Improper Area
,3/22/16,Lot Specific 5067,Parking Permit Vio
,3/22/16,Lot Specific 5067,Parking Permit Vio
,3/23/16,Lot Specific 5067,Parking Permit Vio
,3/23/16,Lot Specific 5067,Parking Permit Vio
,3/24/16,Lot Specific 5067,Park/Improper Area
,3/24/16,Lot Specific 5067,Parking Permit Vio
,3/24/16,Lot Specific 5067,Parking Permit Vio
,3/24/16,Lot Specific 5067,Parking Permit Vio
,3/24/16,Lot Specific 5067,Parking Permit Vio
,3/24/16,Lot Specific 5067,Parking Permit Vio
,3/24/16,Lot Specific 5067,Parking Permit Vio
,3/24/16,Lot Specific 5067,Parking Permit Vio
,3/25/16,Lot Specific 5067,Parking Permit Vio
,3/25/16,Lot Specific 5067,Parking Permit Vio
,3/25/16,Lot Specific 5067,Parking Permit Vio
,3/25/16,Lot Specific 5067,Parking Permit Vio
,3/25/16,Lot Specific 5067,Parking Permit Vio
,3/25/16,Lot Specific 5067,Parking Permit Vio
,3/25/16,Lot Specific 5067,Parking Permit Vio
,3/25/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/28/16,Lot Specific 5067,Parking Permit Vio
,3/29/16,Lot Specific 5067,Park/Improper Area
,3/30/16,Lot Specific 5067,Park/Improper Area
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/30/16,Lot Specific 5067,Parking Permit Vio
,3/31/16,Lot Specific 5067,Prohibited Parking
,4/1/16,Lot Specific 5067,Park/Improper Area
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/1/16,Lot Specific 5067,Parking Permit Vio
,4/4/16,Lot Specific 5067,Park/Improper Area
,4/4/16,Lot Specific 5067,Park/Improper Area
,4/4/16,Lot Specific 5067,Parking Permit Vio
,4/4/16,Lot Specific 5067,Parking Permit Vio
,4/4/16,Lot Specific 5067,Parking Permit Vio
,4/4/16,Lot Specific 5067,Parking Permit Vio
,4/5/16,Lot Specific 5067,Overtime
,4/5/16,Lot Specific 5067,Parking Permit Vio
,4/5/16,Lot Specific 5067,Parking Permit Vio
,4/5/16,Lot Specific 5067,Parking Permit Vio
,4/5/16,Lot Specific 5067,Parking Permit Vio
,4/5/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/6/16,Lot Specific 5067,Parking Permit Vio
,4/7/16,Lot Specific 5067,Parking Permit Vio
,4/7/16,Lot Specific 5067,Parking Permit Vio
,4/7/16,Lot Specific 5067,Parking Permit Vio
,4/7/16,Lot Specific 5067,Parking Permit Vio
,4/7/16,Lot Specific 5067,Parking Permit Vio
,4/8/16,Lot Specific 5067,Boot Fee - 1QA
,4/8/16,Lot Specific 5067,Park/Improper Area
,4/8/16,Lot Specific 5067,Park/Improper Area
,4/8/16,Lot Specific 5067,Parking Permit Vio
,4/8/16,Lot Specific 5067,Parking Permit Vio
,4/8/16,Lot Specific 5067,Parking Permit Vio
,4/11/16,Lot Specific 5067,Parking Permit Vio
,4/12/16,Lot Specific 5067,Park/Improper Area
,4/12/16,Lot Specific 5067,Parking Permit Vio
,4/12/16,Lot Specific 5067,Parking Permit Vio
,4/12/16,Lot Specific 5067,Parking Permit Vio
,4/12/16,Lot Specific 5067,Parking Permit Vio
,4/13/16,Lot Specific 5067,Park/Improper Area
,4/13/16,Lot Specific 5067,Park/Improper Area
,4/13/16,Lot Specific 5067,Parking Permit Vio
,4/13/16,Lot Specific 5067,Parking Permit Vio
,4/14/16,Lot Specific 5067,Park/Improper Area
,4/14/16,Lot Specific 5067,Park/Improper Area
,4/14/16,Lot Specific 5067,Parking Permit Vio
,4/14/16,Lot Specific 5067,Parking Permit Vio
,4/15/16,Lot Specific 5067,Parking Permit Vio
,4/15/16,Lot Specific 5067,Parking Permit Vio
,4/15/16,Lot Specific 5067,Parking Permit Vio
,4/15/16,Lot Specific 5067,Parking Permit Vio
,4/15/16,Lot Specific 5067,Parking Permit Vio
,4/18/16,Lot Specific 5067,Park/Improper Area
,4/18/16,Lot Specific 5067,Park/Improper Area
,4/18/16,Lot Specific 5067,Parking Permit Vio
,4/18/16,Lot Specific 5067,Parking Permit Vio
,4/19/16,Lot Specific 5067,Park/Improper Area
,4/19/16,Lot Specific 5067,Parking Permit Vio
,4/19/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Park/Improper Area
,4/20/16,Lot Specific 5067,Park/Improper Area
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/20/16,Lot Specific 5067,Parking Permit Vio
,4/21/16,Lot Specific 5067,Park/Improper Area
,4/22/16,Lot Specific 5067,Park/Improper Area
,4/22/16,Lot Specific 5067,Park/Improper Area
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/22/16,Lot Specific 5067,Parking Permit Vio
,4/23/16,Lot Specific 5067,Overtime
,4/25/16,Lot Specific 5067,Parking Permit Vio
,4/25/16,Lot Specific 5067,Parking Permit Vio
,4/25/16,Lot Specific 5067,Parking Permit Vio
,4/25/16,Lot Specific 5067,Parking Permit Vio
,4/25/16,Lot Specific 5067,Parking Permit Vio
,4/25/16,Lot Specific 5067,Parking Permit Vio
,4/27/16,Lot Specific 5067,Park/Improper Area
,4/27/16,Lot Specific 5067,Park/Improper Area
,4/27/16,Lot Specific 5067,Park/Improper Area
,4/27/16,Lot Specific 5067,Parking Permit Vio
,4/27/16,Lot Specific 5067,Parking Permit Vio
,4/27/16,Lot Specific 5067,Parking Permit Vio
,4/28/16,Lot Specific 5067,Park/Improper Area
,4/28/16,Lot Specific 5067,Park/Improper Area
,4/29/16,Lot Specific 5067,Park/Improper Area
,4/29/16,Lot Specific 5067,Parking Permit Vio
,4/29/16,Lot Specific 5067,Parking Permit Vio
,4/29/16,Lot Specific 5067,Parking Permit Vio
,4/29/16,Lot Specific 5067,Parking Permit Vio
,4/29/16,Lot Specific 5067,Parking Permit Vio
,5/2/16,Lot Specific 5067,Boot Fee - 1QA
,5/2/16,Lot Specific 5067,Parking Permit Vio
,5/2/16,Lot Specific 5067,Parking Permit Vio
,5/2/16,Lot Specific 5067,Parking Permit Vio
,5/2/16,Lot Specific 5067,Parking Permit Vio
,5/2/16,Lot Specific 5067,Parking Permit Vio
,5/3/16,Lot Specific 5067,Park/Improper Area
,5/3/16,Lot Specific 5067,Park/Improper Area
,5/3/16,Lot Specific 5067,Parking Permit Vio
,5/3/16,Lot Specific 5067,Parking Permit Vio
,5/3/16,Lot Specific 5067,Parking Permit Vio
,5/4/16,Lot Specific 5067,Park/Improper Area
,5/18/16,Lot Specific 5067,Parking Permit Vio
,5/19/16,Lot Specific 5067,Parking Permit Vio
,5/19/16,Lot Specific 5067,Parking Permit Vio
,5/20/16,Lot Specific 5067,Parking Permit Vio
,5/20/16,Lot Specific 5067,Parking Permit Vio
,11/16/15,Lot Specific 5070,Parking Permit Vio
,11/16/15,Lot Specific 5070,Parking Permit Vio
,11/16/15,Lot Specific 5070,Parking Permit Vio
,8/3/15,Lot Specific 5072,Parking Permit Vio
,8/4/15,Lot Specific 5072,Meter Violation
,8/4/15,Lot Specific 5072,Parking Permit Vio
,8/5/15,Lot Specific 5072,Meter Violation
,8/6/15,Lot Specific 5072,Parking Permit Vio
,8/7/15,Lot Specific 5072,Park/Improper Area
,8/10/15,Lot Specific 5072,Meter Violation
,8/10/15,Lot Specific 5072,Park/Improper Area
,8/10/15,Lot Specific 5072,Parking Permit Vio
,8/11/15,Lot Specific 5072,Parking Permit Vio
,8/11/15,Lot Specific 5072,Parking Permit Vio
,8/12/15,Lot Specific 5072,Parking Permit Vio
,8/12/15,Lot Specific 5072,Parking Permit Vio
,8/12/15,Lot Specific 5072,Parking Permit Vio
,8/13/15,Lot Specific 5072,Parking Permit Vio
,8/18/15,Lot Specific 5072,Park/Improper Area
,8/18/15,Lot Specific 5072,Parking Permit Vio
,8/18/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Meter Violation
,8/24/15,Lot Specific 5072,Park/Improper Area
,8/24/15,Lot Specific 5072,Park/Improper Area
,8/24/15,Lot Specific 5072,Park/Improper Area
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Parking Permit Vio
,8/24/15,Lot Specific 5072,Service Space
,8/25/15,Lot Specific 5072,Meter Violation
,8/25/15,Lot Specific 5072,Park/Improper Area
,8/25/15,Lot Specific 5072,Parking Permit Vio
,8/25/15,Lot Specific 5072,Parking Permit Vio
,8/25/15,Lot Specific 5072,Parking Permit Vio
,8/25/15,Lot Specific 5072,Parking Permit Vio
,8/25/15,Lot Specific 5072,Parking Permit Vio
,8/26/15,Lot Specific 5072,Parking Over Line
,8/26/15,Lot Specific 5072,Parking Permit Vio
,8/26/15,Lot Specific 5072,Parking Permit Vio
,8/26/15,Lot Specific 5072,Parking Permit Vio
,8/26/15,Lot Specific 5072,Parking Permit Vio
,8/27/15,Lot Specific 5072,Meter Violation
,8/27/15,Lot Specific 5072,Parking Permit Vio
,8/27/15,Lot Specific 5072,Parking Permit Vio
